#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 1.2017101125050418e-24
1020.0 4.5938114522915855e-24
1030.0 8.017488739060715e-24
1040.0 2.8621888857939596e-23
1050.0 2.3690558508854753e-23
1060.0 6.652051834721537e-23
1070.0 1.8979502575339664e-22
1080.0 3.9052095213792596e-22
1090.0 8.821514027934545e-22
1100.0 1.374503383354897e-21
1110.0 3.371967673767386e-21
1120.0 5.181796520180578e-21
1130.0 1.9104893670266075e-20
1140.0 3.8747449039268343e-20
1150.0 6.872167692085852e-20
1160.0 9.580388044156884e-20
1170.0 1.6256207699012696e-19
1180.0 2.695191749446079e-19
1190.0 5.816539630179665e-19
1200.0 9.57615548518739e-19
1210.0 1.4129955288506869e-18
1220.0 2.3141157533560214e-18
1230.0 3.8152934563291665e-18
1240.0 6.596166185450423e-18
1250.0 8.282193619120412e-18
1260.0 7.981744397253964e-18
1270.0 9.04959328602977e-18
1280.0 1.3771707092619426e-17
1290.0 2.836444898068188e-17
1300.0 7.264402366637094e-17
1310.0 7.486178731941859e-17
1320.0 5.2694126595338753e-17
1330.0 9.47574585264847e-17
1340.0 1.5222667461056969e-16
1350.0 2.533393080582044e-16
1360.0 3.699714031412889e-16
1370.0 3.414839803358847e-16
1380.0 7.226113200880724e-16
1390.0 2.0821525990886188e-15
1400.0 5.92618675737682e-15
1410.0 1.0869988634215741e-14
1420.0 1.9088987571320668e-14
1430.0 3.088124734366244e-14
1440.0 4.041280666619591e-14
1450.0 5.965866737830619e-14
1460.0 9.408661653303759e-14
1470.0 1.1631503303323387e-13
1480.0 1.8185646517187943e-13
1490.0 2.699328938110622e-13
1500.0 3.557554503965366e-13
1510.0 4.975343618816265e-13
1520.0 4.4600752299006856e-13
1530.0 3.8645897459730296e-13
1540.0 3.733459409223899e-13
1550.0 3.3998711999464086e-13
1560.0 8.521869035172863e-13
1570.0 2.0305883284738734e-12
1580.0 2.4837791969043683e-12
1590.0 3.186973529100029e-12
1600.0 3.5769996549507446e-12
1610.0 4.039189271632362e-12
1620.0 6.28796493671945e-12
1630.0 1.4185553914925688e-11
1640.0 2.397029188369408e-11
1650.0 2.841032362235762e-11
1660.0 6.11641766241863e-11
1670.0 5.3017831821737935e-11
1680.0 8.201898228194191e-11
1690.0 7.163482955667941e-11
1700.0 1.2520754002731973e-10
1710.0 2.9763381927010704e-10
1720.0 1.8850928799594051e-10
1730.0 4.000670404014296e-10
1740.0 3.743991415785556e-10
1750.0 3.781193321559321e-10
1760.0 7.573522128282308e-10
1770.0 1.1354409263494712e-09
1780.0 1.8410291337439357e-09
1790.0 2.4588944596985642e-09
1800.0 3.2001443648889928e-09
1810.0 3.3584023267723935e-09
1820.0 4.38621561138433e-09
1830.0 2.9784178121757966e-09
1840.0 4.784814364285839e-09
1850.0 4.724434366265244e-09
1860.0 3.0462209712685342e-09
1870.0 5.39735760904218e-09
1880.0 6.134938552583496e-09
1890.0 1.9481864522618036e-08
1900.0 1.9552282880980346e-08
1910.0 4.373835418734839e-08
1920.0 4.413038413404284e-08
1930.0 6.506049579947095e-08
1940.0 6.228841951521194e-08
1950.0 7.690995157946249e-08
1960.0 1.0296785813111516e-07
1970.0 1.3818164293170404e-07
1980.0 1.8491758041497862e-07
1990.0 2.0022227120064787e-07
2000.0 2.0906218364366806e-07
2010.0 2.6696840612800103e-07
2020.0 2.3196118864204223e-07
2030.0 3.20565398257254e-07
2040.0 4.1751507333028675e-07
2050.0 4.4693441173972965e-07
2060.0 5.644704295137664e-07
2070.0 1.0504592729467226e-06
2080.0 6.798728722267302e-07
2090.0 9.64632522426902e-07
2100.0 9.693370075496393e-07
