#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 0.0005935995495507309
1020.0 0.0007607430070142838
1030.0 0.0010388374273993678
1040.0 0.0014408734739478274
1050.0 0.0019080070200000318
1060.0 0.002390884844125714
1070.0 0.0031257491502814315
1080.0 0.004196883003280268
1090.0 0.005393709137688124
1100.0 0.0176719665795731
1110.0 0.05091701266915694
1120.0 0.0892266398564819
1130.0 0.08980291665739662
1140.0 0.08678221608979096
1150.0 0.09480886431746986
1160.0 0.07966742616541325
1170.0 0.08140214834105795
1180.0 0.11686820825427066
1190.0 0.1529055727159367
1200.0 0.6395731124340568
1210.0 0.37352267006533146
1220.0 0.4534364651584604
1230.0 1.2342210360971801
1240.0 2.5326960951407522
1250.0 4.799202965947907
1260.0 5.358588625181537
1270.0 7.20112563989239
1280.0 8.966453996793753
1290.0 11.874432946672206
1300.0 12.68545044635758
1310.0 16.45100334801757
1320.0 19.500304445984394
1330.0 21.43106822523687
1340.0 27.251927101756536
1350.0 33.10568704800973
1360.0 35.77169857615101
1370.0 39.00881454806453
1380.0 46.370392956582926
1390.0 56.5492741792096
1400.0 59.63534658241807
1410.0 67.51307473135311
1420.0 77.60367612456795
1430.0 83.07041817405016
1440.0 99.61735844804646
1450.0 113.1043004771916
1460.0 130.6011171822218
1470.0 128.639874417292
1480.0 154.66242898517456
1490.0 179.1306070912457
1500.0 199.31754678082413
1510.0 220.94569829800307
1520.0 288.58903074196576
1530.0 790.9597708833613
1540.0 1068.7486371591524
1550.0 1015.9773927675375
1560.0 971.4795694636912
1570.0 1388.5214693186617
1580.0 1845.6844385583236
1590.0 1993.4988030805673
1600.0 2308.9991989998284
1610.0 2257.395761722753
1620.0 2298.2631385477443
1630.0 2294.9096972410584
1640.0 3193.5554151079687
1650.0 2908.8380124775185
1660.0 2862.7493293773114
1670.0 3215.74289374965
1680.0 15090.272578846683
1690.0 11382.588373998158
1700.0 13144.55613977361
1710.0 25528.80742650135
1720.0 38370.74732205835
1730.0 55050.230769928225
1740.0 50891.3496648263
1750.0 56673.08462764557
1760.0 79150.14697912101
1770.0 47990.35164832404
1780.0 78116.02039093287
1790.0 166072.37202510523
1800.0 210955.69108407106
1810.0 93029.83967466146
1820.0 93707.61959234792
1830.0 83561.51065368648
1840.0 72053.4418174608
1850.0 69744.5629528905
1860.0 145578.06542525976
1870.0 177276.81550823097
1880.0 189391.38932471
1890.0 195183.4358622088
1900.0 146405.18234756796
1910.0 144083.52959104854
1920.0 185623.58777704602
1930.0 99642.53765326609
1940.0 165846.98103340084
1950.0 243631.61589353456
1960.0 335964.3914026803
1970.0 320539.64843398484
1980.0 254090.95936850266
1990.0 331735.6252243456
2000.0 367261.0184310555
2010.0 314452.6647064776
2020.0 301940.16920509917
2030.0 360890.5703381246
2040.0 479207.88860857964
2050.0 570379.3193423055
2060.0 367391.1152237395
2070.0 1049558.0370396846
2080.0 1007184.7877602765
2090.0 1291678.6135637816
2100.0 1266096.8091755302
2110.0 1432545.2197534668
2120.0 1544085.6839414153
2130.0 927007.5479315636
2140.0 1351514.421517326
2150.0 1176980.5074022715
2160.0 1333902.1420608046
2170.0 745227.9933991008
2180.0 1239203.5864165912
2190.0 1432073.2628540336
2200.0 1794072.5566507205
2210.0 857307.4440719126
2220.0 788575.6452249296
2230.0 1272954.2003646095
2240.0 2118656.084683248
2250.0 1207865.5696775122
2260.0 1164875.1698455592
2270.0 1156089.1338173007
2280.0 1501381.9512442187
2290.0 1331300.8236184912
2300.0 1085114.435122753
2310.0 1628666.4853096544
2320.0 1509688.4325834126
2330.0 589225.5511766947
2340.0 547453.3085409171
2350.0 636551.1950758848
2360.0 399772.9475508972
2370.0 435812.31060754356
2380.0 341449.8054096125
2390.0 371433.50010432256
2400.0 307447.4315463855
2410.0 328813.9277096344
2420.0 1326119.5276977294
2430.0 1467396.3079619266
2440.0 1392993.2292010474
2450.0 1632359.054283788
2460.0 1711755.1099299581
2470.0 1474518.7013779616
2480.0 1273400.9136049864
2490.0 896834.3528245405
2500.0 1425423.6242645434
2510.0 1097228.083296157
2520.0 687834.7951077354
2530.0 748796.0756263746
2540.0 857437.1371452515
2550.0 1318290.5566841548
2560.0 1278788.2290743475
2570.0 1736105.9610370526
2580.0 1147959.8457705544
2590.0 1045261.5024677234
2600.0 722503.6156352704
2610.0 490558.606418643
2620.0 1087935.3398371686
2630.0 820831.1976900519
2640.0 3079842.9668241823
2650.0 3283422.716926991
2660.0 2830487.633383748
2670.0 2751953.155365177
2680.0 3333288.0875405474
2690.0 3254258.7429973204
2700.0 3505620.6694850107
2710.0 2551319.8813960603
2720.0 1743612.0409073033
2730.0 1892178.0460460638
2740.0 1297163.9735503816
2750.0 1174273.8614654944
2760.0 2047624.127761135
2770.0 2377744.3610657514
2780.0 1790884.3253355643
2790.0 881546.7400456617
2800.0 306613.18985771446
2810.0 1420570.6451935957
2820.0 3690340.714542475
2830.0 3743183.3446957297
2840.0 3245209.5174374
2850.0 2129352.0124842124
2860.0 3978104.125888537
2870.0 4162285.5347860646
2880.0 3273629.882526911
2890.0 4356486.236032998
2900.0 6557497.011920383
2910.0 6105956.522446441
2920.0 5391413.048948391
2930.0 5207492.91663101
