#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 6.358451785957749e-50
1020.0 2.5592154124471236e-49
1030.0 9.560487199132621e-48
1040.0 2.1492702529314672e-48
1050.0 3.1220217849497174e-49
1060.0 1.0464232858475688e-49
1070.0 2.1604944311503376e-47
1080.0 4.3383093901325794e-45
1090.0 3.2798023026203713e-46
1100.0 8.762969804021187e-47
1110.0 1.3200098919622755e-44
1120.0 1.7193541990101717e-44
1130.0 8.486968723763385e-44
1140.0 5.521641508688842e-43
1150.0 5.86902008971206e-43
1160.0 1.1042826852190847e-42
1170.0 3.0748233051132164e-42
1180.0 2.745045096023654e-42
1190.0 1.0679402601074133e-41
1200.0 1.5492539981753462e-41
1210.0 3.7381077970861465e-41
1220.0 3.693824364766269e-41
1230.0 1.0945550680414956e-40
1240.0 1.976060848643688e-40
1250.0 3.6156667638238747e-40
1260.0 5.545821848824314e-40
1270.0 1.045884389415736e-39
1280.0 1.6301398497763534e-39
1290.0 2.985155747930482e-39
1300.0 5.2648444253692274e-39
1310.0 8.117828850530115e-39
1320.0 8.024796839062644e-38
1330.0 1.905372058323632e-37
1340.0 2.980599477073474e-37
1350.0 4.75961627737034e-37
1360.0 7.227996365855694e-37
1370.0 1.1065610705645855e-36
1380.0 1.6235468610024e-36
1390.0 2.5799512069098507e-36
1400.0 3.343009511861088e-36
1410.0 5.7187100612386494e-36
1420.0 9.642207626818102e-36
1430.0 1.4752028529272363e-35
1440.0 2.0357506328189276e-35
1450.0 3.355041351156839e-35
1460.0 4.1313677523664316e-35
1470.0 7.61734504756494e-35
1480.0 1.1789659265071521e-34
1490.0 1.7011460307230682e-34
1500.0 2.7618456014307164e-34
1510.0 4.16197922816955e-34
1520.0 6.437652375250936e-34
1530.0 8.93102978914576e-34
1540.0 1.2578920157576289e-33
1550.0 1.8773825668955892e-33
1560.0 3.136015154652362e-33
1570.0 4.598558965055878e-33
1580.0 3.0227511507320466e-33
1590.0 7.316042492568732e-33
1600.0 9.94935296725502e-33
1610.0 2.6160344956773854e-32
1620.0 1.5044742891156465e-32
1630.0 2.459598558757169e-32
1640.0 4.190662108188498e-32
1650.0 1.467398529571027e-31
1660.0 2.0351184693239733e-31
1670.0 2.9323398316981217e-31
1680.0 3.2575656237311995e-31
1690.0 5.419623488059175e-31
1700.0 4.976011161104854e-31
1710.0 1.043998711690987e-30
1720.0 1.6993133759686692e-30
1730.0 3.332413654736679e-30
1740.0 6.1624354752267196e-30
1750.0 1.0020308091464976e-29
1760.0 1.7545705227403082e-29
1770.0 2.724357822465158e-29
1780.0 3.915959035409611e-29
1790.0 6.1512625371397e-29
1800.0 9.490317025000943e-29
1810.0 1.287677579845486e-28
1820.0 2.0420955787000077e-28
1830.0 2.7219616330935657e-28
1840.0 3.508134710477854e-28
1850.0 4.9714194918656085e-28
1860.0 8.800626873119372e-28
1870.0 1.3166332670324214e-27
1880.0 1.9631095089455186e-27
1890.0 2.7784095893749694e-27
1900.0 4.19452144630155e-27
1910.0 5.943490227750286e-27
1920.0 8.637909451149884e-27
1930.0 1.1117495630199964e-26
1940.0 1.639545556300016e-26
1950.0 2.385465488505061e-26
1960.0 2.3341547177059352e-26
1970.0 4.296867161495163e-26
1980.0 6.588876255359847e-26
1990.0 9.058506818999958e-26
2000.0 1.117738905315073e-25
2010.0 1.453910226114981e-25
2020.0 1.992716147868158e-25
2030.0 2.8099674805101256e-25
2040.0 3.7024723999050674e-25
2050.0 5.490900576049977e-25
2060.0 7.80389691524966e-25
