#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 2.580610792073612e-50
1020.0 1.7256680781824093e-49
1030.0 3.021363133333606e-45
1040.0 1.3898743047814924e-50
1050.0 3.882481132408497e-53
1060.0 4.618135207232452e-54
1070.0 1.841829566814521e-48
1080.0 1.422617316756622e-41
1090.0 3.153443403674901e-44
1100.0 1.367649350727774e-46
1110.0 1.1577757952443188e-40
1120.0 4.701012745241564e-40
1130.0 6.667273587434058e-38
1140.0 3.2810878730028488e-37
1150.0 2.8100931241748525e-38
1160.0 3.876608357407678e-37
1170.0 8.827523916310732e-37
1180.0 1.2095193918171993e-36
1190.0 1.4653185002365366e-35
1200.0 7.339883976003528e-36
1210.0 4.0656472349107807e-35
1220.0 2.3386277008722986e-35
1230.0 8.665252656203023e-35
1240.0 3.187447037455731e-34
1250.0 4.553432984962274e-34
1260.0 8.691740142895341e-34
1270.0 1.1554647916946352e-33
1280.0 1.944343769409394e-33
1290.0 4.547319665647175e-33
1300.0 9.501897111185458e-33
1310.0 1.593245107777249e-32
1320.0 1.6615198380481981e-31
1330.0 4.066028241410854e-31
1340.0 5.756528696166556e-31
1350.0 1.0357082433386123e-30
1360.0 1.6081824162752265e-30
1370.0 2.338808479105506e-30
1380.0 3.4145641112146515e-30
1390.0 4.9090735881403506e-30
1400.0 2.9259888631308694e-30
1410.0 7.59162736153985e-30
1420.0 1.6208770518096346e-29
1430.0 2.342633450013376e-29
1440.0 2.940632273316302e-29
1450.0 2.905275704000215e-29
1460.0 2.2375374069412198e-29
1470.0 8.549620638817487e-29
1480.0 1.3555494949124603e-28
1490.0 1.8706506445189987e-28
1500.0 2.835957926750205e-28
1510.0 3.9545042217414455e-28
1520.0 5.583135429240785e-28
1530.0 6.9270301350391555e-28
1540.0 8.610287623773575e-28
1550.0 1.0682030999343292e-27
1560.0 1.2886261396752913e-27
1570.0 6.680758236701881e-28
1580.0 8.507623636887464e-30
1590.0 6.8692476095088445e-31
1600.0 1.9017040342701703e-28
1610.0 7.826884756740611e-28
1620.0 6.341340781059965e-30
1630.0 1.0756325612971876e-30
1640.0 1.351232560475798e-29
