t m teff logg logL Lum 
0.003 0.0010 734. 3.10 -5.26 5.4954087385762E-6 
0.003 0.0020 1025. 3.38 -4.65 2.2387211385683E-5 
0.003 0.0030 1241. 3.52 -4.29 5.1286138399136E-5 
0.003 0.0040 1415. 3.62 -4.03 9.3325430079699E-5 
0.003 0.0050 1580. 3.68 -3.80 0.00015848931924611 
0.003 0.0060 1721. 3.72 -3.62 0.00023988329190195 
0.003 0.0070 1842. 3.76 -3.46 0.00034673685045253 
0.003 0.0080 1943. 3.78 -3.34 0.00045708818961488 
0.003 0.0090 2028. 3.79 -3.23 0.00058884365535559 
0.003 0.0100 2100. 3.81 -3.14 0.00072443596007499 
0.003 0.0120 2207. 3.83 -2.99 0.0010232929922808 
0.003 0.0150 2332. 3.84 -2.81 0.0015488166189125 
0.003 0.0200 2465. 3.84 -2.58 0.0026302679918954 
0.003 0.0300 2613. 3.77 -2.24 0.0057543993733716 
0.003 0.0400 2749. 3.72 -1.98 0.010471285480509 
0.003 0.0500 2793. 3.63 -1.77 0.016982436524617 
0.003 0.0600 2835. 3.66 -1.69 0.020417379446695 
0.003 0.0700 2871. 3.66 -1.60 0.025118864315096 
0.003 0.0720 2878. 3.67 -1.59 0.025703957827689 
0.003 0.0750 2873. 3.56 -1.47 0.03388441561392 
0.003 0.0800 2905. 3.68 -1.54 0.028840315031266 
0.003 0.0900 2928. 3.69 -1.49 0.032359365692963 
0.003 0.1000 2925. 3.56 -1.31 0.048977881936845 
0.003 0.1100 3040. 3.77 -1.42 0.038018939632056 
0.003 0.1300 3073. 3.79 -1.34 0.045708818961487 
0.003 0.1500 3105. 3.80 -1.27 0.053703179637025 
0.003 0.1750 3136. 3.80 -1.19 0.064565422903466 
0.003 0.2000 3174. 3.81 -1.11 0.077624711662869 
0.003 0.2500 3258. 3.82 -0.98 0.10471285480509 
0.003 0.3000 3333. 3.82 -0.86 0.13803842646029 
0.003 0.3500 3392. 3.82 -0.77 0.16982436524617 
0.003 0.4000 3442. 3.82 -0.69 0.20417379446695 
0.003 0.4500 3483. 3.83 -0.62 0.23988329190195 
0.003 0.5000 3524. 3.83 -0.56 0.27542287033382 
0.003 0.5700 3575. 3.83 -0.48 0.33113112148259 
0.003 0.6000 3594. 3.83 -0.45 0.35481338923358 
0.003 0.6200 3609. 3.84 -0.43 0.37153522909717 
0.003 0.7000 3664. 3.84 -0.35 0.44668359215096 
0.003 0.7500 3695. 3.84 -0.31 0.48977881936845 
0.003 0.8000 3731. 3.85 -0.27 0.53703179637025 
0.003 0.8500 3764. 3.85 -0.23 0.58884365535559 
0.003 0.9000 3796. 3.86 -0.21 0.61659500186148 
0.003 0.9500 3828. 3.85 -0.16 0.69183097091894 
0.003 1.0000 3863. 3.86 -0.13 0.74131024130092 
0.003 1.0500 3893. 3.86 -0.10 0.79432823472428 
0.003 1.1000 3972. 3.86 -0.04 0.91201083935591 
0.003 1.1500 4032. 3.87 -0.01 0.97723722095581 
0.003 1.2000 4075. 3.88 0.02 1.0471285480509 
0.003 1.3000 4156. 3.89 0.08 1.2022644346174 
0.003 1.4000 4231. 3.90 0.14 1.3803842646029 
