#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 110692.64276002323
1020.0 114617.2435774016
1030.0 395423.13538203924
1040.0 155869.57638100628
1050.0 117369.61173788438
1060.0 118430.6543870284
1070.0 125059.10741211899
1080.0 378465.87293099595
1090.0 385571.1375159888
1100.0 123604.08317798008
1110.0 124595.50506808901
1120.0 129440.11759633022
1130.0 125905.70699137083
1140.0 136733.9241832932
1150.0 128314.64692605373
1160.0 130754.18458840152
1170.0 130996.26929825007
1180.0 131561.08386529065
1190.0 132362.09267630996
1200.0 199586.69427926993
1210.0 177641.71920331233
1220.0 1130200.1457315604
1230.0 163497.6892450146
1240.0 666459.5798511392
1250.0 232177.0800073501
1260.0 323082.1621178799
1270.0 331957.7182184392
1280.0 342748.99932115094
1290.0 369955.10108950606
1300.0 398389.47315730713
1310.0 438162.84139059996
1320.0 457725.4543353289
1330.0 465454.2924162009
1340.0 519563.8380967374
1350.0 500125.6989493346
1360.0 512056.15204175253
1370.0 519668.61551111954
1380.0 530787.8401114886
1390.0 1214570.4898626553
1400.0 1350656.1762371198
1410.0 998758.0321444052
1420.0 563913.1230039543
1430.0 553826.358966318
1440.0 556927.7550136956
1450.0 560800.8488192236
1460.0 565436.6801884142
1470.0 569703.7186946635
1480.0 572735.626936011
1490.0 898085.0931899304
1500.0 567678.6985049127
1510.0 566964.8323292197
1520.0 568242.0386419016
1530.0 596207.4438870305
1540.0 570090.7992987431
1550.0 7971298.130036509
1560.0 567960.9946668703
1570.0 568948.2418465847
1580.0 599088.8918335364
1590.0 574261.3600869424
1600.0 629516.6221105235
1610.0 573065.0294236797
1620.0 573553.5703745491
1630.0 569556.5587804622
1640.0 5085720.9607449
1650.0 567998.3739743421
1660.0 728130.9811265361
1670.0 986971.7649886038
1680.0 709972.4621589023
1690.0 670330.6751997308
1700.0 716758.7233196637
1710.0 795985.7437828673
1720.0 936507.7892299922
1730.0 1007622.2574322696
1740.0 1044040.4748279811
1750.0 1365751.4342919248
1760.0 1201554.1377346716
1770.0 1131490.4888828897
1780.0 1233817.5710738883
1790.0 1649940.287682353
1800.0 1901054.310393307
1810.0 1546939.0671696817
1820.0 1494274.5964199195
1830.0 1211606.588240577
1840.0 1215213.2686250184
1850.0 1293749.0509864865
1860.0 1655172.0644892468
1870.0 1793217.342132761
1880.0 2156886.4982142183
1890.0 2376627.006936811
1900.0 1510732.105509677
1910.0 4451314.2116295025
1920.0 1742540.3203303246
1930.0 1161518.0512182745
1940.0 1589144.0848004601
1950.0 2079328.811841646
1960.0 2527759.6905940124
1970.0 2396497.9036765974
1980.0 2399380.3903819905
1990.0 2387102.134894155
2000.0 2483689.2031408134
2010.0 2193654.896829564
2020.0 2171808.718707812
2030.0 2425853.7587593375
2040.0 2651060.2106016357
2050.0 3150425.0921621965
2060.0 2385030.618999286
2070.0 3641379.467907929
2080.0 3811646.7681634347
2090.0 4147947.651252277
2100.0 3747676.6847547344
2110.0 3942234.1786369868
2120.0 4384133.953782267
2130.0 2749743.6889414587
2140.0 3535643.0683763167
2150.0 3335571.9650461404
2160.0 3854156.9249214283
2170.0 2767502.9173157676
2180.0 3709764.987295504
2190.0 3878519.7745056823
2200.0 4813843.775050764
2210.0 3209420.059212195
2220.0 2630469.0904255686
2230.0 3406719.7830054024
2240.0 4482515.502014552
2250.0 3270954.917525812
2260.0 3321719.911175623
2270.0 3511255.452046799
2280.0 3953948.3528897376
2290.0 4030793.7594564743
2300.0 3427796.39322532
2310.0 4069357.6673260555
2320.0 4290442.031518258
2330.0 2487951.641962711
2340.0 2256170.9225411713
2350.0 2303807.5342639294
2360.0 1710364.722637126
2370.0 1906747.390112592
2380.0 1542257.806007184
2390.0 1742454.4717024965
2400.0 1496485.6310008897
2410.0 1612793.9435507446
2420.0 3651721.8386235246
2430.0 4319197.856436381
2440.0 3912674.144912838
2450.0 4034170.0238397997
2460.0 4289487.561857998
2470.0 3918651.373267412
2480.0 3921980.385096993
2490.0 3437212.0423195255
2500.0 4194073.8319083797
2510.0 3877136.9377652425
2520.0 3126168.824118619
2530.0 2598011.1578448117
2540.0 2943035.5709204706
2550.0 3657516.191462388
2560.0 3615247.218190139
2570.0 4121206.3835078655
2580.0 3608963.797119393
2590.0 3245730.3116493514
2600.0 2724398.5246166317
2610.0 1999792.799843239
2620.0 3611787.6034095744
2630.0 2759266.76944103
2640.0 6224361.508742098
2650.0 6662781.78925442
2660.0 5518716.838067604
2670.0 6159942.497464652
2680.0 6349396.216943408
2690.0 6224968.152776244
2700.0 6621359.274635058
2710.0 5450887.70560215
2720.0 4694419.656635156
2730.0 4882528.722709674
2740.0 4013406.670707993
2750.0 3550836.8291791724
2760.0 4517381.815564445
2770.0 5302150.3754916955
2780.0 4756078.191476555
2790.0 5468991.574033091
2800.0 2917612.0926446724
2810.0 3925418.309749243
2820.0 7307670.102281738
2830.0 7619831.479173779
2840.0 6215260.956401231
2850.0 6072609.187609
2860.0 7455276.857652651
2870.0 7239377.165950998
2880.0 6678224.386740169
2890.0 7620619.547340521
2900.0 8975191.18719333
2910.0 9495235.606447337
2920.0 8775082.537189126
2930.0 8537211.76880114
2940.0 8481393.916594101
2950.0 8478840.867664864
2960.0 9647841.806061996
2970.0 9001191.223302621
2980.0 8829320.482267244
2990.0 9409753.479606256
3000.0 9890904.58461596
3010.0 10556055.473424459
3020.0 9687010.124829164
3030.0 9295542.303728865
3040.0 9579024.820681525
3050.0 10758317.4110883
3060.0 9853389.38927671
3070.0 10433180.83519635
3080.0 10038066.009131955
3090.0 10645115.551431272
3100.0 10020740.400043016
3110.0 10797552.303055156
3120.0 9868296.76425588
3130.0 9379723.6943149
3140.0 10899759.899783712
3150.0 10852337.192331191
3160.0 9847197.472047336
3170.0 11334228.92255261
3180.0 9596750.16707621
3190.0 10252338.941705955
3200.0 10670942.567940757
3210.0 10127753.507117176
3220.0 10879870.026512481
3230.0 8388076.353985397
3240.0 10169144.681109957
3250.0 10395209.881733492
3260.0 12054160.491114952
3270.0 11331562.316468047
3280.0 9985747.065962177
3290.0 11931976.770343319
3300.0 12265483.705701897
3310.0 11105716.949696314
3320.0 11551448.825239316
3330.0 12134103.092984395
3340.0 11119657.911100194
3350.0 10901872.326425834
3360.0 11074793.724591753
3370.0 10113967.224765843
3380.0 11162087.123823185
3390.0 11095184.3295261
3400.0 11709967.44846955
3410.0 11091368.311872508
3420.0 11387670.417134367
3430.0 12201311.041165877
3440.0 11441780.235584307
3450.0 11655978.34007682
3460.0 11245532.788874624
3470.0 11661838.716722745
3480.0 10676885.396956882
3490.0 11868639.95757826
3500.0 11110148.2986942
3510.0 11545067.912579492
3520.0 11123540.553807866
3530.0 11451123.275506724
3540.0 12683986.493722327
3550.0 11862471.91552662
3560.0 12582930.993229955
3570.0 10689772.472299734
3580.0 11803703.12124319
3590.0 10114330.951148776
3600.0 12354406.470710218
3610.0 10826856.370614182
3620.0 11588952.517717399
3630.0 11987694.835398747
3640.0 11945761.7107389
3650.0 11809512.110607408
3660.0 12101045.640657794
3670.0 11027007.252787355
3680.0 11236141.875028677
3690.0 12331214.291281728
3700.0 13173200.816387737
3710.0 13556527.943603596
3720.0 14659292.264301604
3730.0 16092036.71407307
3740.0 16105711.835763982
3750.0 13493381.084288161
3760.0 18165182.852451608
3770.0 14765899.96814018
3780.0 21714141.98444129
3790.0 19066174.63104478
3800.0 16249298.37993584
3810.0 22069798.28680982
3820.0 21932669.02875552
3830.0 17214322.11562956
3840.0 17170201.236718114
3850.0 22997898.35587091
3860.0 23841777.548559934
3870.0 22542199.97450826
3880.0 22455021.518714976
3890.0 14946130.091884032
3900.0 21759639.68521975
3910.0 22939492.46835145
3920.0 22897059.871261995
3930.0 12337884.540105522
3940.0 17229110.84874085
3950.0 23207392.97821167
3960.0 20759944.0146869
3970.0 9482021.7484973
3980.0 22305912.14981432
3990.0 25094518.90143773
4000.0 24749302.148215815
4010.0 25434903.53519183
4020.0 26127073.56051175
4030.0 24452462.57221342
4040.0 26184008.33911421
4050.0 25357778.516402204
4060.0 25159903.485937532
4070.0 24696220.217497177
4080.0 24169605.32809198
4090.0 25232462.348740596
4100.0 16590987.521490963
4110.0 22493276.788693313
4120.0 25857403.904380213
4130.0 24273210.591816496
4140.0 26449266.528699055
4150.0 25179887.26328073
4160.0 26056283.301427357
4170.0 25161089.66963496
4180.0 24675630.41318561
4190.0 26413622.640867658
4200.0 24008527.97796741
4210.0 26039183.156929296
4220.0 25332298.131401166
4230.0 24369891.3733717
4240.0 25397912.234446883
4250.0 24670731.296533663
4260.0 25756317.47070985
4270.0 24514036.814980697
4280.0 25482338.300877277
4290.0 23357220.90486544
4300.0 22775497.45765193
4310.0 22810770.35512588
4320.0 24521026.300566092
4330.0 23033481.327783976
4340.0 15085761.281020612
4350.0 22600356.178154312
4360.0 25889859.45388081
4370.0 24873301.799284685
4380.0 24953100.615347125
4390.0 24689437.2283496
4400.0 23873620.99767865
4410.0 24959162.03385122
4420.0 24084396.46339896
4430.0 24652045.824179903
4440.0 24187037.63131119
4450.0 24437872.360957194
4460.0 22854625.779470086
4470.0 24478701.572723895
4480.0 24605113.45761678
4490.0 24557546.337753214
4500.0 25138557.78304874
4510.0 26239015.490914926
4520.0 24109974.078995112
4530.0 23147775.885003444
4540.0 24956030.55850944
4550.0 23683780.215878937
4560.0 24340319.82202735
4570.0 24852523.776202608
4580.0 23310696.89066334
4590.0 23638695.549392004
4600.0 24230266.771630693
4610.0 24561650.796130963
4620.0 23984433.18214694
4630.0 24074338.14266483
4640.0 24646376.86050423
4650.0 24198611.009572353
4660.0 24646959.036508996
4670.0 23806989.941414684
4680.0 24623640.71244644
4690.0 24923554.368296903
4700.0 24045807.55981509
4710.0 23805962.77578779
4720.0 24154451.43692582
4730.0 23604185.28509128
4740.0 23930742.88134487
4750.0 24334365.23514851
4760.0 23417551.987888258
4770.0 23944331.50966016
4780.0 23957564.552919623
4790.0 23359348.24324868
4800.0 23759326.073936827
4810.0 23119516.89834734
4820.0 23119005.61015939
4830.0 23304567.826201815
4840.0 22268690.99499902
4850.0 20963198.521126833
4860.0 15734232.728660876
4870.0 19146960.210587025
4880.0 21465030.54312422
4890.0 21737453.9666725
4900.0 22553413.7067615
4910.0 22377118.24329356
4920.0 21347640.719297066
4930.0 22794128.488935202
4940.0 22122729.560044967
4950.0 22818747.62593402
4960.0 25710870.871784486
4970.0 22449435.216448493
4980.0 21249707.20034364
4990.0 21580536.43824967
5000.0 21735696.164424643
5010.0 30740043.081249192
5020.0 20783543.34191888
5030.0 22312122.41772488
5040.0 20640036.50069707
5050.0 21575246.011941403
5060.0 22363880.869177956
5070.0 21357249.097055536
5080.0 20624699.411127463
5090.0 21943845.77668289
5100.0 21329257.653236136
5110.0 21134023.47196944
5120.0 21196625.06445171
5130.0 20412912.01812145
5140.0 20301959.468787186
5150.0 20351466.70598669
5160.0 21139622.30657293
5170.0 19584578.525077574
5180.0 20646531.900262523
5190.0 19920692.69028435
5200.0 20160229.905479945
5210.0 20268917.01908665
5220.0 20453557.62758703
5230.0 19254021.343232185
5240.0 20343301.27055425
5250.0 20466600.327777207
5260.0 19437671.136575796
5270.0 18446910.81462699
