#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 11664.362881390563
1020.0 12077.932179904274
1030.0 41668.03655589735
1040.0 16424.975272823533
1050.0 12368.053595124467
1060.0 12479.896885238531
1070.0 13178.424777106691
1080.0 39881.382016145966
1090.0 40630.18047877519
1100.0 13025.675861547577
1110.0 13131.258948570156
1120.0 13642.928668034021
1130.0 13270.621925873596
1140.0 14411.858201251289
1150.0 13525.123075678246
1160.0 13781.860077198662
1170.0 13807.849215458386
1180.0 13868.617495144683
1190.0 13953.571044746579
1200.0 21046.396477747287
1210.0 18728.90395989886
1220.0 119106.71528849387
1230.0 17254.775230155406
1240.0 70280.06041134297
1250.0 24574.561628376992
1260.0 34170.35189336237
1270.0 35163.320523253395
1280.0 36343.106881288084
1290.0 39291.004476428796
1300.0 42293.37515159452
1310.0 46583.57150960643
1320.0 48746.462141911434
1330.0 49583.93815407594
1340.0 55469.33048041559
1350.0 53541.269223090414
1360.0 54843.11955550096
1370.0 55735.45580720226
1380.0 57112.98004155245
1390.0 129399.0956567955
1400.0 143793.65142734163
1410.0 106812.46046970037
1420.0 61236.84826110674
1430.0 60206.926141222255
1440.0 60940.51161586795
1450.0 61660.59129113095
1460.0 62539.30052751165
1470.0 62790.9855050913
1480.0 63749.624138311454
1490.0 98501.75866713474
1500.0 64059.75584029817
1510.0 64323.23769249315
1520.0 65606.1891617059
1530.0 72530.53292015094
1540.0 74600.13572830913
1550.0 853096.4895314459
1560.0 70916.97369332172
1570.0 76787.39436888536
1580.0 85070.89980294372
1590.0 85476.46265016586
1600.0 93499.3561691468
1610.0 85692.20716207963
1620.0 86668.98241967482
1630.0 84816.52672630872
1640.0 570512.4502175995
1650.0 89803.9881038635
1660.0 105811.50339094244
1670.0 136130.93066604628
1680.0 343691.58257703
1690.0 235175.51954535884
1700.0 319696.7839079746
1710.0 462437.2654208849
1720.0 619579.4471065142
1730.0 787001.9280435338
1740.0 789366.7323580178
1750.0 924477.9324101073
1760.0 1073131.5163061759
1770.0 858655.4347895528
1780.0 1111577.499880134
1790.0 1631128.2437751063
1800.0 2038218.097232341
1810.0 1351337.4510588534
1820.0 1315364.5931175752
1830.0 1007052.5888137234
1840.0 1078138.38797377
1850.0 1098015.869522437
1860.0 1624167.3157196785
1870.0 1817539.3632094988
1880.0 1940543.360011302
1890.0 1983512.024942126
1900.0 1449835.8786827046
1910.0 1849611.0047303578
1920.0 1874317.3199817222
1930.0 1070002.1977046325
1940.0 1629194.3871125842
1950.0 2362757.6746520954
1960.0 2841676.1410049894
1970.0 2730307.1596452426
1980.0 2711950.4292732
1990.0 2639184.1412108396
2000.0 2774366.964744055
2010.0 2556009.757732167
2020.0 2247413.299801769
2030.0 2749548.7989382017
2040.0 3109541.9465302103
