#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 117381.11396400677
1020.0 121542.84989587436
1030.0 419316.15195872856
1040.0 165287.793657764
1050.0 124461.49356895495
1060.0 125586.6354053441
1070.0 132615.58627397878
1080.0 401334.1759785273
1090.0 408868.73862269166
1100.0 131072.35502801082
1110.0 132123.039128915
1120.0 137259.7048862796
1130.0 133511.67217964315
1140.0 144994.09148832253
1150.0 136065.86399345487
1160.0 138653.0597924786
1170.0 138909.5913438591
1180.0 139507.8213976826
1190.0 140356.91906313217
1200.0 211637.44732914065
1210.0 188369.21346969096
1220.0 1198483.8745654565
1230.0 173360.60290610674
1240.0 706699.0941591476
1250.0 246145.68591757768
1260.0 342534.01849540515
1270.0 351912.0073179058
1280.0 363330.88473634754
1290.0 392132.94454570534
1300.0 422283.8791622141
1310.0 464395.9960733872
1320.0 485076.9981982187
1330.0 493265.6499196451
1340.0 550528.890612493
1350.0 529838.1258483215
1360.0 542472.5627346343
1370.0 550506.5823670203
1380.0 562178.7505995879
1390.0 1287138.5494621692
1400.0 1431396.889051047
1410.0 1058184.6901189322
1420.0 596914.4737533713
1430.0 586152.3307620669
1440.0 589159.0889217652
1450.0 593079.0244460354
1460.0 597746.3586777473
1470.0 602379.4613969163
1480.0 605216.2495026095
1490.0 949884.775760545
1500.0 599230.3941996057
1510.0 598243.5504998784
1520.0 598900.3065700807
1530.0 625805.0049571184
1540.0 594694.5156411051
1550.0 8444183.286071492
1560.0 594933.5012312309
1570.0 592380.5218372316
1580.0 620686.5875434972
1590.0 591818.8595192794
1600.0 648887.3227558626
1610.0 590666.2628899347
1620.0 590619.356731289
1630.0 587123.7662723793
1640.0 5369982.8174004005
1650.0 582207.2436078949
1660.0 753103.0106087779
1670.0 1025542.0189607337
1680.0 578477.2346617628
1690.0 576729.786740879
1700.0 574372.7131146226
1710.0 571469.756990442
1720.0 613486.8695710738
1730.0 574340.4295285362
1740.0 585213.7470530729
1750.0 868275.181228037
1760.0 569229.4533029234
1770.0 569050.3274497674
1780.0 570764.9919698755
