#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 461013.754520772
1020.0 477358.9521635916
1030.0 1646862.1485818352
1040.0 649167.0061506219
1050.0 488821.91100275086
1060.0 493240.9000961099
1070.0 520847.07046613115
1080.0 1576238.0253280494
1090.0 1605829.9834889611
1100.0 514786.0372500387
1110.0 518912.5939498298
1120.0 539086.8237443018
1130.0 524366.4435086286
1140.0 569463.5895297904
1150.0 534398.0194435793
1160.0 544559.2183685941
1170.0 545566.7447896008
1180.0 547916.290421739
1190.0 551251.1173772296
1200.0 831205.0456815601
1210.0 739819.1702850964
1220.0 4707039.59172095
1230.0 680872.9253095359
1240.0 2775557.2572590187
1250.0 966735.9851057415
1260.0 1345300.6927945598
1270.0 1382132.698342348
1280.0 1426980.2839593058
1290.0 1540100.2339336565
1300.0 1658517.8831839527
1310.0 1823913.0177236013
1320.0 1905137.5531078053
1330.0 1937298.443049545
1340.0 2162199.5426841527
1350.0 2080936.6649048538
1360.0 2130558.354546241
1370.0 2162111.9277852634
1380.0 2207954.31222942
1390.0 5055230.399009688
1400.0 5621804.327107849
1410.0 4156015.2306350204
1420.0 2344378.6990164095
1430.0 2302110.435718267
1440.0 2313919.4648702685
1450.0 2329314.993967633
1460.0 2347645.9282004447
1470.0 2365842.4176760325
1480.0 2376983.891971645
1490.0 3730667.856013012
1500.0 2353474.478980513
1510.0 2349598.6591347903
1520.0 2352178.075431568
1530.0 2457846.2886812342
1540.0 2335660.015674992
1550.0 33164488.984551962
1560.0 2336598.734014274
1570.0 2326572.2436993574
1580.0 2437744.389555369
1590.0 2324366.5889713555
1600.0 2548502.933575877
1610.0 2319840.094074896
1620.0 2319656.211917636
1630.0 2305927.791168856
1640.0 21090584.7397337
1650.0 2286619.509897251
1660.0 2957812.7704124274
1670.0 4027815.110722605
1680.0 2271975.894218237
1690.0 2265118.030225529
1700.0 2255859.643887263
1710.0 2244471.0314647937
1720.0 2409490.7142826323
1730.0 2255746.291629183
1740.0 2298452.898179158
1750.0 3410184.9281773516
1760.0 2235689.35046897
1770.0 2234983.0689358073
1780.0 2241731.1020069025
1790.0 2397470.107308264
1800.0 2226749.5995803564
1810.0 2746449.032633264
1820.0 2793635.0626928806
1830.0 2185629.399708627
1840.0 2171685.592935859
1850.0 2344669.7101917677
1860.0 2255562.7375391517
1870.0 2146294.15012805
1880.0 3518876.6949546556
1890.0 4403783.230027612
1900.0 2124956.5658517787
1910.0 14276407.305806905
1920.0 2110303.307749491
1930.0 2119732.867043798
1940.0 2081252.7703531885
1950.0 2080173.4385302768
1960.0 2059046.0428332419
1970.0 2046991.8945689958
1980.0 2036024.652205467
1990.0 2027116.7274611157
2000.0 2013452.2855382515
2010.0 1995884.677642159
2020.0 1913230.3557162723
2030.0 1804608.9701492835
2040.0 1751685.5517622388
2050.0 1672084.4931576285
2060.0 1644289.4228273171
2070.0 1657612.8406377966
