#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 83730.6316406037
1020.0 86699.29300808332
1030.0 299107.7957513469
1040.0 117903.56129768949
1050.0 88781.22825326955
1060.0 89583.81764320347
1070.0 94597.72896271963
1080.0 286280.8412599276
1090.0 291655.4170159988
1100.0 93496.90684041436
1110.0 94246.38382570198
1120.0 97910.4849222607
1130.0 95236.92752159962
1140.0 103427.59967498193
1150.0 97058.89092507605
1160.0 98904.39682559592
1170.0 99087.38664489018
1180.0 99514.11781638334
1190.0 100119.79858947992
1200.0 150965.82870313947
1210.0 134368.06563530554
1220.0 854905.9421877231
1230.0 123662.0806595443
1240.0 504104.61730608717
1250.0 175581.3440636464
1260.0 244337.34489697305
1270.0 251026.87868234227
1280.0 259172.22495300285
1290.0 279717.3925608634
1300.0 301224.7434006995
1310.0 331264.27897519263
1320.0 346016.5105088256
1330.0 351857.6629546102
1340.0 392704.8414408365
1350.0 377945.6459934086
1360.0 386958.0786172659
1370.0 392688.9284594209
1380.0 401014.9528574079
1390.0 918145.3482242463
1400.0 1021048.1192518089
1410.0 754827.3270198416
1420.0 425792.73815800453
1430.0 418115.8555655362
1440.0 420260.6448880604
1450.0 423056.82449774403
1460.0 426386.1406891483
1470.0 429691.03876026615
1480.0 431714.5845580025
1490.0 677574.522631482
1500.0 427444.7371476854
1510.0 426740.7989794477
1520.0 427209.2780961069
1530.0 446401.01443226327
1540.0 424209.1912920632
1550.0 6023428.951683043
1560.0 424379.665175271
1570.0 422558.5666172401
1580.0 442749.9302937408
1590.0 422157.9200465966
1600.0 462866.1593206159
1610.0 421335.7465243059
1620.0 421302.287288181
1630.0 418808.80271042447
1640.0 3830531.4885378173
1650.0 415301.7347094273
1660.0 537205.5915700023
1670.0 731542.5635316977
1680.0 412641.03405630373
1690.0 411394.5395111253
1700.0 409713.1850046393
1710.0 407642.4400264374
1720.0 437614.2068478156
1730.0 409690.1563464177
1740.0 417446.34226589534
1750.0 619360.533359251
1760.0 406044.3801276699
1770.0 405916.6055487701
1780.0 407139.71489453636
1790.0 435420.72663950565
1800.0 404411.25888780586
1810.0 498802.50243215944
1820.0 507370.6104406314
1830.0 396945.97097243957
1840.0 394413.9697498609
1850.0 425831.39491463936
1860.0 409642.26651321683
1870.0 389791.72418266395
1880.0 639082.747074454
1890.0 799796.5194004842
1900.0 385913.1102480063
1910.0 2592888.8287460604
1920.0 383244.1631239173
1930.0 384947.6971737537
1940.0 377963.17972524057
1950.0 377757.0255059628
1960.0 373914.2098811479
1970.0 371713.2612423546
1980.0 369724.20119416213
1990.0 368101.3893551134
2000.0 365611.6694335421
2010.0 362425.5036614977
2020.0 347411.3937811703
2030.0 327676.6323823367
2040.0 318046.6526307424
2050.0 303580.5926018739
2060.0 298525.62515662954
2070.0 300782.45688347967
2080.0 294168.59223131876
2090.0 303319.097749965
2100.0 296774.0914387407
2110.0 296819.35572682595
2120.0 305387.52456540754
2130.0 304964.6901620311
2140.0 320757.5493618708
2150.0 293434.42052201106
2160.0 295694.3121276707
2170.0 288575.52941424085
2180.0 299933.5119608059
2190.0 293389.7389199805
2200.0 296335.0932281123
2210.0 299914.17782273795
2220.0 314677.318738007
2230.0 307891.64771304437
2240.0 312860.4121327038
2250.0 332294.5309006537
2260.0 324233.50708834885
2270.0 330698.0243621988
2280.0 337439.269353765
2290.0 344483.4918213345
2300.0 360251.5564735832
2310.0 379011.29459910345
2320.0 397858.46834662143
2330.0 712952.0978998232
2340.0 451991.02259726054
2350.0 403048.3528035393
2360.0 393457.72606627364
2370.0 401163.93745220406
2380.0 408770.32674163656
2390.0 446841.744249678
2400.0 424221.4503158876
2410.0 433022.02714635385
2420.0 439012.4895393397
2430.0 950568.9659420704
2440.0 453536.0496666209
2450.0 462175.67654979246
2460.0 467864.2708230397
2470.0 475043.8189493028
2480.0 482282.3365877273
2490.0 489674.1436385343
2500.0 496347.8246300901
2510.0 553949.3084269305
2520.0 511256.3898467883
2530.0 518119.5566896033
2540.0 523907.6068806312
2550.0 530819.1775225274
2560.0 614914.1934870504
2570.0 543845.9178912493
2580.0 550822.4004055888
2590.0 571157.075940148
2600.0 564283.2906136077
2610.0 570208.8237256313
2620.0 576003.9475801557
2630.0 582293.3588615668
2640.0 588865.1411152716
2650.0 594065.6204389348
2660.0 598098.0971936918
2670.0 671441.7343857469
2680.0 608328.7752902923
2690.0 614425.24007892
2700.0 620222.7404916195
2710.0 624784.135689711
2720.0 632658.7190567682
2730.0 678008.235743302
2740.0 683853.7439030041
2750.0 648418.5196825655
2760.0 656875.8860807248
2770.0 660627.3745744617
2780.0 666623.0923826457
2790.0 2659381.7535221158
2800.0 1679601.8808493805
2810.0 685512.4155729199
2820.0 691114.4730367563
2830.0 1077002.1677065862
2840.0 702203.1530107711
2850.0 749142.8159344008
2860.0 727622.2961211086
2870.0 720255.0324858105
2880.0 726591.0437844109
2890.0 732007.9444654685
2900.0 737562.6556495572
2910.0 742655.5974055401
2920.0 748126.7464418756
2930.0 871922.1077163613
2940.0 759089.0770881985
2950.0 781187.0618807005
2960.0 770403.2939974408
2970.0 776142.625969519
2980.0 784153.4193441678
2990.0 787615.5385035827
3000.0 792336.3675533395
3010.0 798049.6925845579
3020.0 804067.1940204605
3030.0 809307.5164070337
3040.0 815370.2844154761
3050.0 820235.7757027199
3060.0 825508.2221761163
3070.0 831048.8349612606
3080.0 835758.3649396236
3090.0 840241.6987542819
3100.0 849088.6744832197
3110.0 853581.0759415528
3120.0 859285.9187570988
3130.0 861526.2207820996
3140.0 866360.877665739
3150.0 871270.1875298612
3160.0 875626.4737567168
3170.0 879962.5496412824
3180.0 885197.7367946773
3190.0 918060.2658082558
3200.0 896102.4823398278
3210.0 1051832.6814914988
3220.0 906707.3194630933
3230.0 912258.851979443
3240.0 919786.8278922323
3250.0 921766.8595083553
3260.0 930212.9863698648
3270.0 930335.407525687
3280.0 934496.4828722535
3290.0 940056.245656214
3300.0 942814.6971510703
3310.0 947113.1613215461
3320.0 950563.7164609374
3330.0 955597.4691744731
3340.0 1059021.1004448067
3350.0 963843.366890362
3360.0 974003.7831926388
3370.0 970938.7476842564
3380.0 976634.9273690188
3390.0 981194.9797155617
3400.0 986205.1874829815
3410.0 988703.6713456279
3420.0 1120776.9984234674
3430.0 1124737.4543449895
3440.0 1000532.767376709
3450.0 1003679.4752338427
3460.0 1009515.9324833911
3470.0 1015571.5780821088
3480.0 1023305.0867845442
3490.0 1026972.2071586591
3500.0 1023686.0088552308
3510.0 1018466.5809714363
3520.0 1016249.2152209001
3530.0 1023333.1351888262
3540.0 1026599.4827847921
3550.0 1030403.8559534076
3560.0 1030347.1215776913
3570.0 1031176.9069664861
3580.0 1063396.3146508394
3590.0 1033016.3876897546
3600.0 1033084.8066603733
3610.0 1033680.3314806293
3620.0 1042445.6198348362
3630.0 1047788.7028880736
3640.0 1044140.1207104371
3650.0 1045530.5862506956
3660.0 1063577.5045434248
3670.0 1065970.5013924972
3680.0 1054308.0660162806
3690.0 1061282.4020783529
3700.0 1061440.005519533
3710.0 1050918.6012745523
3720.0 923958.9107056247
3730.0 1540221.817872989
3740.0 804140.2773933478
3750.0 846380.4511590122
3760.0 810595.5259806662
3770.0 904193.8824631291
3780.0 819143.2382342244
3790.0 819163.2238130674
3800.0 883747.2200134044
3810.0 823975.5479196329
3820.0 830639.9950555912
3830.0 823454.2279122879
3840.0 911083.6273625013
3850.0 833750.527361046
3860.0 1652410.2817430494
3870.0 844355.7937541193
3880.0 1011418.0919986819
3890.0 846191.6447782357
3900.0 1000139.9156154753
3910.0 853058.2728261498
3920.0 849794.0732976012
3930.0 836697.66338986
3940.0 833856.795354136
3950.0 828491.7342327674
3960.0 1081809.7407784401
3970.0 830785.7343146739
3980.0 1015621.3515188916
3990.0 840531.13047944
4000.0 841880.3560582208
4010.0 845295.7506703472
4020.0 872228.1350931914
4030.0 839835.1395880593
4040.0 848640.5766442268
4050.0 849713.3421489199
4060.0 851784.7827311927
4070.0 853708.0474683355
4080.0 960363.7402852119
4090.0 861662.870446596
4100.0 1140499.8423060048
4110.0 858087.1527887399
4120.0 863098.4044587091
4130.0 859046.2553602208
4140.0 862657.6635644627
4150.0 862238.6991872988
4160.0 863838.5552862464
4170.0 859774.5150646687
4180.0 859036.59793475
4190.0 857569.7538138868
4200.0 862369.0725069179
4210.0 854363.2009355787
4220.0 850776.758927541
4230.0 849950.2832785656
4240.0 854776.8896286029
4250.0 856415.6751606165
4260.0 859949.5894238837
4270.0 861528.8398204063
4280.0 862342.8976747198
4290.0 862020.8042060027
4300.0 864249.5691341592
4310.0 866780.8911099989
4320.0 869368.2854657667
4330.0 1367473.849016238
4340.0 872890.4517235556
4350.0 967898.0080361239
4360.0 872173.1096531865
4370.0 875639.7792617866
4380.0 871320.9125200805
4390.0 876227.0578385188
4400.0 878202.3438432155
4410.0 875326.4249122073
4420.0 876480.1848627963
4430.0 870211.4433706007
4440.0 873337.1662754823
4450.0 874736.9405740538
4460.0 910361.7479509038
4470.0 873779.9114810033
4480.0 876742.7666119254
4490.0 878449.3540423642
4500.0 878934.6758069461
4510.0 874938.3348494561
4520.0 878220.3631256567
4530.0 887476.3694582996
4540.0 880307.724439811
4550.0 877020.8126485486
4560.0 881865.6591514191
4570.0 886002.7688432273
4580.0 883024.5379354557
4590.0 873356.9963516489
4600.0 880653.2927963345
4610.0 881083.5869337746
4620.0 884041.0813843347
4630.0 878757.4608669342
4640.0 882676.612547357
4650.0 947909.9664066246
4660.0 892730.4428120572
4670.0 890004.0996043981
4680.0 886796.9578908952
4690.0 1206315.5901763223
4700.0 902168.7817298807
4710.0 912501.5827973246
4720.0 941123.6921255823
4730.0 899413.892354951
4740.0 934150.0664868377
4750.0 889481.8168082623
4760.0 898134.75605414
4770.0 873125.835835253
4780.0 876893.1149937998
4790.0 883118.7862797524
4800.0 880062.6888571366
4810.0 870005.7377185657
4820.0 875310.3458739155
4830.0 878502.4514966835
4840.0 883390.5336287213
4850.0 878210.9949518037
4860.0 1873060.6360977935
4870.0 883861.6299355552
4880.0 904583.1592822776
4890.0 911179.5494039485
4900.0 890233.507934566
4910.0 893239.1959568311
4920.0 899907.0164192475
4930.0 925396.8996178651
4940.0 901412.26159717
4950.0 904580.2109075818
4960.0 3359015.0224228413
4970.0 876819.7569460254
4980.0 905402.2736917986
4990.0 883784.6556444663
5000.0 876828.8902116066
5010.0 8362911.025606939
5020.0 874411.6070222106
5030.0 882656.7277930006
5040.0 880174.8976443728
5050.0 878954.2889638513
5060.0 880791.9313922927
5070.0 882015.477437766
5080.0 881963.2833196879
5090.0 882354.4802049879
5100.0 886036.8842469549
5110.0 881927.775253279
5120.0 886232.9953624995
5130.0 887142.6661976378
5140.0 887047.3972593682
5150.0 886416.9697736615
5160.0 905959.8636965059
5170.0 865566.6361057702
5180.0 866411.6328810377
5190.0 894730.0453075572
5200.0 875231.6712921407
5210.0 874597.626207955
5220.0 889080.1997539727
5230.0 888303.2389060602
5240.0 883775.6365016106
5250.0 882065.2472568741
5260.0 903804.769936099
5270.0 895014.9651345586
5280.0 884002.8829150537
5290.0 888035.6662951962
5300.0 888549.9668513861
5310.0 884208.8842969099
5320.0 898179.0861803904
5330.0 878042.8974380083
5340.0 884594.2473978127
5350.0 886479.3889257046
5360.0 876804.6651617911
5370.0 875187.6187416246
5380.0 882393.8546863059
5390.0 881416.3191305766
5400.0 877351.6170364494
5410.0 875354.5274141647
5420.0 893286.238896971
5430.0 887848.3350225872
5440.0 881634.7062702595
5450.0 860203.3549190938
5460.0 857124.0205601907
5470.0 861490.1982685229
5480.0 863150.6102024566
5490.0 865820.9484136878
5500.0 856975.795122176
5510.0 861096.1141789178
5520.0 861853.7288443976
5530.0 865007.3292985226
5540.0 866758.0581128083
5550.0 862864.6754393023
5560.0 862831.0551392178
5570.0 860239.0647328104
5580.0 859821.1087325871
5590.0 858823.3712470948
5600.0 848245.7561116274
5610.0 846693.3780080205
5620.0 846332.6857725292
5630.0 844312.3120401293
5640.0 841676.767163028
5650.0 847396.8934834094
5660.0 843265.72141061
5670.0 842143.4511790028
5680.0 843979.1349574887
5690.0 845572.6483033929
5700.0 843430.3000206839
5710.0 842027.967874346
5720.0 843850.996980153
5730.0 878147.7075004259
5740.0 845806.9042065982
5750.0 845910.7787425133
5760.0 847064.7123614753
5770.0 836846.7091585363
5780.0 841951.683845847
5790.0 844250.0107150713
5800.0 846878.2837084723
5810.0 840633.9999401849
5820.0 855146.6046101203
5830.0 842963.3295970866
5840.0 839630.9833608307
5850.0 827697.826413127
5860.0 824405.3533300053
5870.0 820274.8128696571
5880.0 915772.8453338707
5890.0 806426.0869008126
5900.0 806759.146832133
5910.0 807877.6240220723
5920.0 807954.8524347257
5930.0 808446.588516463
5940.0 810546.5084933813
5950.0 807039.1483429605
5960.0 805687.168457106
5970.0 808611.1417597667
5980.0 807961.069930719
5990.0 810461.4876164598
6000.0 809259.7442410951
6010.0 809337.8613077452
6020.0 811040.3084329162
6030.0 813588.5882443838
6040.0 812542.9258072996
6050.0 814054.4069660036
6060.0 814870.6630255538
6070.0 816792.2055389981
6080.0 822085.927663526
6090.0 873165.7012475216
6100.0 813898.4458287772
6110.0 815781.4839408164
6120.0 816918.8843102407
6130.0 820696.4934271331
6140.0 821228.074516366
6150.0 811366.7215236165
6160.0 789934.3845459466
6170.0 785839.2928464846
6180.0 787261.2594375727
6190.0 777350.2640306927
6200.0 779244.7389681094
6210.0 780102.1585777035
6220.0 771963.795860182
6230.0 769373.5700018695
6240.0 769944.6828677574
6250.0 772140.5225149776
6260.0 773675.0141976853
6270.0 773938.5011788568
6280.0 773311.9388447426
6290.0 775240.4665956808
6300.0 857012.5270884825
6310.0 779451.8705115995
6320.0 780246.6609212005
6330.0 779004.4918819205
6340.0 783898.7524486223
6350.0 774889.5479873657
6360.0 770113.6547342228
6370.0 790240.8523871665
6380.0 771704.6815747569
6390.0 769088.0145028234
6400.0 776155.9839662684
6410.0 779972.0688303112
6420.0 772385.330237976
6430.0 781873.4357436607
6440.0 780011.6829900433
6450.0 777292.5122763404
6460.0 780239.2108320306
6470.0 784602.2157087703
6480.0 765395.5633448908
6490.0 762759.9534375826
6500.0 759260.9619492671
6510.0 760491.1500771354
6520.0 760678.366038459
6530.0 769478.457128257
6540.0 770555.4630145521
6550.0 763457.5133381664
6560.0 3388781.4337833724
6570.0 765918.3462502804
6580.0 764807.9878526732
6590.0 1115377.579112803
6600.0 765138.4660693661
6610.0 763060.799335849
6620.0 758923.6478503188
6630.0 756717.1813916644
6640.0 755436.6451683328
6650.0 744948.8311864784
6660.0 741392.6495822122
6670.0 746684.1476207961
6680.0 734454.1199027005
6690.0 757049.7092279494
6700.0 736061.1800308787
6710.0 733957.8310311425
6720.0 719084.9717014268
6730.0 898709.9406960816
6740.0 726415.3629062719
6750.0 721098.183574534
6760.0 723281.6964542328
6770.0 729961.7372941563
6780.0 722776.985365613
6790.0 726392.7908848391
6800.0 721529.7901619421
6810.0 724174.0282091612
6820.0 719238.5475576936
6830.0 726737.8270276708
6840.0 727525.5654805355
6850.0 719603.9115002935
6860.0 717774.4424610682
6870.0 719892.0324731467
6880.0 722958.5529154502
6890.0 721322.6112690823
6900.0 726333.7265279475
6910.0 730442.6937326585
6920.0 722676.2479773073
6930.0 726209.8882613372
6940.0 724549.0257618993
6950.0 731621.8363106947
6960.0 733813.0691215278
6970.0 740322.3651845367
6980.0 743410.0027790365
6990.0 745580.6823598508
7000.0 759024.7277009448
7010.0 750222.64604218
7020.0 757473.1817274003
7030.0 761829.6136852432
7040.0 771081.164635634
7050.0 771764.4376978142
7060.0 708346.9301729837
7070.0 792526.4354381872
7080.0 732357.1289143473
7090.0 695793.3698424695
7100.0 693559.4215840488
7110.0 706947.8108658266
7120.0 715108.7168547247
7130.0 671396.3017327423
7140.0 769678.3623816158
7150.0 685036.9560615532
7160.0 685474.55158894
7170.0 688073.0036058346
7180.0 699558.1035454985
7190.0 706543.0006315268
7200.0 684710.4259616951
7210.0 684316.5059369691
7220.0 697027.2918410556
7230.0 699263.7794653263
7240.0 705565.898339085
7250.0 742009.1790700421
7260.0 727808.9082615355
7270.0 719070.271684855
7280.0 720542.2278766449
7290.0 756788.0118958065
7300.0 745504.0956879403
7310.0 750436.6858228856
7320.0 876548.9765129464
7330.0 763866.807437077
7340.0 761245.2538441848
7350.0 758924.6208024994
7360.0 767747.2954771125
7370.0 781986.7834172256
7380.0 770945.9081621757
7390.0 773294.299138464
7400.0 771285.0003485315
7410.0 769814.9927851793
7420.0 758498.7931072924
7430.0 770289.2242413915
7440.0 767278.911528937
7450.0 748528.723027558
7460.0 753445.2769943151
7470.0 758259.8354147085
7480.0 753835.5280250323
7490.0 758774.5004410498
7500.0 766366.9162662341
7510.0 752779.5025389686
7520.0 760584.8687418879
7530.0 767594.242703449
7540.0 769058.8024674035
7550.0 778781.0687914204
7560.0 786331.1181714059
7570.0 777778.4607278418
7580.0 783382.9028125943
7590.0 739395.4261743217
7600.0 740673.2100975055
7610.0 746280.1823339023
7620.0 769014.7065991196
7630.0 713511.2342573003
7640.0 723065.0694434232
7650.0 729623.948309328
7660.0 725885.7194707477
7670.0 675186.9936332849
7680.0 680087.1304237092
7690.0 690063.6162011398
7700.0 693972.5488791482
7710.0 680067.392862237
7720.0 689553.166394893
7730.0 703340.2560668765
7740.0 729032.8295320924
7750.0 677652.6031504119
7760.0 675377.609018696
7770.0 687549.3165655717
7780.0 683969.9608369997
7790.0 683666.211512522
7800.0 694871.316818556
7810.0 705838.3647084016
7820.0 703338.8507488479
7830.0 684654.6671496683
7840.0 680218.7213670942
7850.0 696864.0096672209
7860.0 698164.0003102713
7870.0 697986.9387378361
7880.0 709139.4703354607
7890.0 719632.184819167
7900.0 710311.2849321908
7910.0 696509.5293842972
7920.0 695869.1850756288
7930.0 705555.891545163
7940.0 708127.7925160435
7950.0 713447.7553150816
7960.0 722816.9603676228
7970.0 745459.8854569899
7980.0 718918.7971215888
7990.0 713219.6068617861
8000.0 717689.6446966677
8010.0 721028.6021037106
8020.0 726953.3082492854
8030.0 730463.9262528691
8040.0 736027.8056534344
8050.0 733585.2071309984
8060.0 742218.3345345668
8070.0 740934.0228150366
8080.0 745811.3139761505
8090.0 755170.893989877
8100.0 761453.2444356272
8110.0 763925.0856817509
8120.0 765735.7761069586
8130.0 777131.3745056558
8140.0 778779.052653826
8150.0 778092.8749016356
8160.0 770482.9298315973
8170.0 773095.0882550734
8180.0 750463.1840795159
8190.0 748779.0936955044
8200.0 720161.4848765705
8210.0 722018.3777050227
8220.0 727547.5656870323
8230.0 739260.9083252912
8240.0 740537.0442425453
8250.0 739162.4706660699
8260.0 744779.2167347614
8270.0 721794.8343852516
8280.0 713819.1904078061
8290.0 711541.5955651532
8300.0 702422.0467099026
8310.0 705126.6287755512
8320.0 717766.2582995994
8330.0 708168.8386877817
8340.0 709745.6659940247
8350.0 696348.7182941074
8360.0 702095.5234175777
8370.0 703671.8159540533
8380.0 701015.2562625881
8390.0 686939.5217615403
8400.0 696970.1100125858
8410.0 706984.060520526
8420.0 696682.8462033267
8430.0 672864.5359301687
8440.0 630634.7521515562
8450.0 608573.578804833
8460.0 611075.3262690525
8470.0 612102.6490656659
8480.0 627418.077961763
8490.0 633898.7695947872
8500.0 630688.9664373256
8510.0 621350.7069422442
8520.0 617180.6187245783
8530.0 619893.3220814876
8540.0 626394.0011546409
8550.0 641156.7153044406
8560.0 637438.1534360728
8570.0 634993.7615140431
8580.0 628364.6675365416
8590.0 627896.4424788242
8600.0 616047.4809903654
8610.0 624947.6701761312
8620.0 638174.7506909402
8630.0 634920.0556861581
8640.0 687579.376655722
8650.0 635833.1221027937
8660.0 630215.8105963828
8670.0 634693.8365216362
8680.0 638438.1365267837
8690.0 637358.8551792378
8700.0 644360.0106244393
8710.0 652859.8022910153
8720.0 653071.9546120478
8730.0 659532.433049998
8740.0 660643.1816996393
8750.0 660713.1920010898
8760.0 672495.4743507792
8770.0 675421.2837597415
8780.0 676772.0910694854
8790.0 687386.9142720479
8800.0 691209.3331177437
8810.0 691174.2816318356
8820.0 682567.1312691851
8830.0 697148.4572424938
8840.0 703043.7053321162
8850.0 717531.8628506102
8860.0 649501.1751282122
8870.0 626068.5806062014
8880.0 633108.2734631863
8890.0 642935.7064108544
8900.0 670863.2425404981
8910.0 666419.8767777412
8920.0 671401.9477988295
8930.0 676574.7206329666
8940.0 651948.7474494402
8950.0 645473.3592371144
8960.0 654743.7243504443
8970.0 663598.3349437735
8980.0 670701.2572126699
8990.0 680120.7232284243
9000.0 675420.7849107056
9010.0 677588.0980994678
9020.0 671643.5981441755
9030.0 692388.1935392114
9040.0 679007.446477256
9050.0 682523.7761760615
9060.0 685234.184716886
9070.0 689305.7124211149
9080.0 935529.7357868878
9090.0 689381.8582522764
9100.0 695145.4272955484
9110.0 694784.5983813219
9120.0 700757.5910427001
9130.0 704011.4211764006
9140.0 706020.8854488241
9150.0 707885.9790956993
9160.0 709175.3909769622
9170.0 710097.2435130904
9180.0 712820.5771800473
9190.0 712904.1097185543
9200.0 708169.7341620964
9210.0 676906.5685857089
9220.0 686646.2571095475
9230.0 641322.0128449551
9240.0 644548.6159237861
9250.0 634715.3526707884
9260.0 649645.7066252541
9270.0 653457.1002123654
9280.0 633213.1175971244
9290.0 618562.0517343995
9300.0 613649.3468276574
9310.0 620088.6158893816
9320.0 613047.7188318942
9330.0 624747.6473044998
9340.0 636145.1360559274
9350.0 624833.9389315699
9360.0 629575.0128819535
9370.0 619158.9710002855
9380.0 622237.1786844436
9390.0 625244.5800392473
9400.0 628748.675911508
9410.0 633974.9164313363
9420.0 634332.6816288759
9430.0 637643.0314188614
9440.0 629971.9042123308
9450.0 627137.5554339521
9460.0 630416.9994798912
9470.0 639958.3592324201
9480.0 645624.8732831227
9490.0 651357.3493576235
9500.0 651023.0433943109
9510.0 644697.2226482846
9520.0 646128.2804847925
9530.0 647449.0454048256
9540.0 951287.992130718
9550.0 949926.559962231
9560.0 656556.9678043933
9570.0 656456.1770833982
9580.0 661272.7453742673
9590.0 660159.8762442593
9600.0 647572.4602145866
9610.0 658587.2190041672
9620.0 663607.3041348446
9630.0 666115.7237222113
9640.0 644478.9892225617
9650.0 651414.542777613
9660.0 666772.8480665867
9670.0 658443.2916551855
9680.0 653174.5290531149
9690.0 659701.4016059818
9700.0 668794.0892557222
9710.0 658869.2377060112
9720.0 663731.2957843494
9730.0 632964.9162057289
9740.0 638301.6548709401
9750.0 644648.3865170768
9760.0 650375.6734738676
9770.0 643901.4282439717
9780.0 642358.8820604718
9790.0 645370.9012145705
9800.0 658314.1014033505
9810.0 642588.3219037625
9820.0 643369.800788274
9830.0 634706.7190031796
9840.0 639935.2824985415
9850.0 644891.8283991246
9860.0 649493.7949188547
9870.0 650490.6449424212
9880.0 654365.6682097338
9890.0 655656.5174432865
9900.0 626786.262270902
9910.0 618944.6449043533
9920.0 618189.5856074839
9930.0 622815.8886307887
9940.0 639392.357754187
9950.0 641120.4651477167
9960.0 642110.5396014728
9970.0 634762.94906189
9980.0 636423.0571321987
9990.0 633185.8886864525
10010.0 630753.388486831
10020.0 631142.3565204317
10030.0 664736.5978842941
10040.0 629306.0159305207
10050.0 621764.4507056995
10060.0 620088.2943917543
10070.0 629697.9072818425
10080.0 631186.6209310257
10090.0 627848.3291484923
10100.0 637329.0882718983
10110.0 630441.1740714125
10120.0 629777.7316457259
10130.0 682219.3484857703
10140.0 620976.623040982
10150.0 622189.2256008433
10160.0 619745.4171187966
10170.0 622660.9696816952
10180.0 620260.0278994867
10190.0 622496.0287508562
10200.0 623507.949605675
10210.0 621799.0988655733
10220.0 619886.186549414
10230.0 619427.5307102434
10240.0 628365.567332577
10250.0 615345.7163840015
10260.0 606700.3603709699
10270.0 610307.1117096797
10280.0 609519.2179729552
10290.0 616376.160444671
10300.0 610073.0716699429
10310.0 616542.711478771
10320.0 611546.427855506
10330.0 615018.3161864766
10340.0 635956.9049256144
