#lam[Angstrom] flux[erg/cm2/s/A]
1010.0 945.4040228817134
1020.0 978.9232301825189
1030.0 3377.2313410027728
1040.0 1331.2511679281615
1050.0 1002.4303973638997
1060.0 1011.4924481701394
1070.0 1068.1046083672459
1080.0 3232.401974020811
1090.0 3293.086402664345
1100.0 1055.6752065758958
1110.0 1064.1375642945086
1120.0 1105.508993711172
1130.0 1075.321810449026
1140.0 1167.8028326530648
1150.0 1095.893631029376
1160.0 1116.7312703546397
1170.0 1118.7974115973063
1180.0 1123.6156407007288
1190.0 1130.4543928783717
1200.0 1704.5578061112867
1210.0 1517.1521736956533
1220.0 9652.75791061652
1230.0 1396.2707105240845
1240.0 5691.854030195935
1250.0 1982.4920195663865
1260.0 2758.817224708679
1270.0 2834.348867405906
1280.0 2926.318114277237
1290.0 3158.293960233131
1300.0 3401.133833850534
1310.0 3740.3107541862496
1320.0 3906.8784578462773
1330.0 3972.8310120347287
1340.0 4434.037217070917
1350.0 4267.390883738716
1360.0 4369.1504177539055
1370.0 4433.857543320087
1380.0 4527.866830079743
1390.0 10366.795147648278
1400.0 11528.672130885554
1410.0 8522.768520470117
1420.0 4807.633236259999
1430.0 4720.953420953503
1440.0 4745.170274618915
1450.0 4776.741987382885
1460.0 4814.333354593921
1470.0 4851.649016382612
1480.0 4874.496907294307
1490.0 7650.505758127194
1500.0 4826.285985679909
1510.0 4818.337807539728
1520.0 4823.627413420234
1530.0 5040.32164327083
1540.0 4789.753380966488
1550.0 68010.6413971199
1560.0 4791.678204557668
1570.0 4771.116148965199
1580.0 4999.097188559057
1590.0 4766.592441546661
1600.0 5226.229881514364
1610.0 4757.309265961631
1620.0 4756.931477145593
1630.0 4728.777499280332
1640.0 43250.59787659439
1650.0 4689.179133301431
1660.0 6065.597708252972
1670.0 8259.859849671913
1680.0 4659.137115845092
1690.0 4645.062924179992
1700.0 4626.0787211569295
1710.0 4602.697903585112
1720.0 4941.109645684044
1730.0 4625.8187043545495
1740.0 4713.393934884428
1750.0 6993.210589738409
1760.0 4584.654181599429
1770.0 4583.211476727012
1780.0 4597.021625951823
1790.0 4916.343023155874
1800.0 4566.214581938078
1810.0 5631.987759789011
1820.0 5728.730417246021
1830.0 4481.92388603436
1840.0 4453.335016389583
1850.0 4808.069712379498
1860.0 4625.277980515808
1870.0 4401.1451617932635
1880.0 7215.894451097715
1890.0 9030.516461654324
1900.0 4357.3516666707
1910.0 29276.353017936217
1920.0 4327.216541485593
1930.0 4346.451177828777
1940.0 4267.588869773754
1950.0 4265.261180213757
1960.0 4221.871885912686
1970.0 4197.020940120999
1980.0 4174.562432948488
1990.0 4156.239238639013
2000.0 4128.127770383299
2010.0 4092.1527216253885
2020.0 3922.6281450634883
2030.0 3699.8026229688853
2040.0 3591.0703564501046
2050.0 3427.733827446341
2060.0 3370.658108447925
2070.0 3396.140578648891
2080.0 3321.4632863979596
2090.0 3424.782824848589
2100.0 3350.882880057253
2110.0 3351.394596082155
2120.0 3448.137607490595
2130.0 3443.3647226486974
2140.0 3621.682571500041
2150.0 3313.1751723662364
2160.0 3338.695316442704
2170.0 3258.316858477675
2180.0 3386.5569582233934
2190.0 3312.674802645763
2200.0 3345.930774459228
2210.0 3386.355780440897
2220.0 3553.031458001301
2230.0 3476.42618921441
2240.0 3532.530994271956
2250.0 3751.991333559004
2260.0 3660.9320419623264
2270.0 3733.9460765847643
2280.0 3810.065351688256
2290.0 3889.5961402429484
2300.0 4067.640159373887
2310.0 4279.457440141294
2320.0 4492.332215423422
2330.0 8050.077075875407
2340.0 5103.5220171492865
2350.0 4550.85182621732
2360.0 4442.6295053362655
2370.0 4529.587715857866
2380.0 4615.670183280168
2390.0 5045.450081902353
2400.0 4790.188376403496
2410.0 4889.626636456326
2420.0 4957.021638573517
2430.0 10733.59994029118
2440.0 5121.520390360357
2450.0 5219.512303827809
